doc110	0	10	Syria destroyed equipment for chemical weapons	s3-en
doc110	1	8	Syria destroyed all the declared opportunities for production of chemical weapons, the Organization for the Prohibition of Chemical Weapons admitted.	s3-en
doc110	2	10	This first disarmament stage Damascus finished the day before the deadline.	s3-en
doc110	3	8	By November 1st, Syria was to destroy the manufacturing and other auxiliary facilities intended for use of  toxic substance , BBC reports.	s3-en
doc110	4	12	The destruction of toxic substances themselves or their chemical components must be completed by the middle of 2014 .	s3-en
doc110	5	6	According to the representative of the OZHO , currently toxic substances are in sealed repositories.	s3-en
doc110	6	8	International inspectors went to Syria after in the Damascus vicinity on August 21st more than 1,400 people were killed in the chemical attack were killed , according to the United States.	s3-en
doc110	7	8	The main task of the inspectors was not to waste time and to destroy infrastructure for mixing chemicals and munitions in order to not allow Syrian authorities to produce more chemical weapons.	s3-en
doc110	8	8	These manufacturing facilities will now be watched carefully to prevent their repair.	s3-en
doc110	9	6	The next milestone is the middle of November: by this time the OZHO and Syria must agree to a detailed plan of destruction of existing stocks of toxic substances.	s3-en
doc110	10	10	There are a lot of questions here.	s3-en
doc110	11	10	Where will they be destroyed?	s3-en
doc110	12	10	Who will provide the equipment for this?	s3-en
doc110	13	10	All Syrian statements will be carefully checked by western inlelligence.	s3-en
doc110	14	8	They will readily point out to inspectors new objects to test if there are grounds to suspect that Damascus is not fully compliant.	s3-en
doc110	15	6	The United States believed that the shelling was held by regular troops.	s3-en
doc110	16	10	Syria and Russia insist that this was the work of the Syrian rebels.	s3-en
doc110	17	12	According to the agreement mediated by Russia , the world community demanded from the Syrian leadership to destroy or render inoperable all opportunities for the production of shells, toxic gases, and liquids for filling shells with these substances.	s3-en
doc110	18	10	Now , when this phase has passed, the next step must be to destroy the chemical weapons that the Syrian army has.	s3-en
doc110	19	6	it is assumed that this arsenal could have more than 1,000 tons of toxic substances кожно-нарывного__kozhno-naryvnogo paralizing, mustard gas and other banned chemicals stored in several dozen different places.	s3-en
doc110	20	6	For the destruction of the above arsenal, the OZHO and the Syrian authorities have two weeks to agree on their timetable of action.	s3-en
doc110	21	10	The head of the OZHO field operations Jerry Smith told the BBC that his inspectors "personally watched the destruction of the equipment."	s3-en
doc110	22	10	“Now they have no opportunity to conduct further production or mix chemical weapons, ” he said .	s3-en
doc110	23	10	In the statement, the OZHO said that its inspectors visited 21 of the 23 sites in Syria to make sure that factories where shells and toxic substances are manifactured are either destroyed or are out of order.	s3-en
doc110	24	8	The remaining two objects are too dangerous to carry out an inspection, the report says, but the equipment was moved and inspected by specialists of the OZHO.	s3-en
doc110	25	10	According to Smith, the process of destruction of infrastructure for chemical weapons production was  "not easy" as work had to be cariied out in the ongoing conflict.	s3-en
doc110	26	8	In early October, the OZHO was awarded the Nobel Peace Prize, however, according to Smith , he inspectors have not yet found time to celebrate this--they were too busy with work.	s3-en
doc130	0	8	John Kerry says in his unprecedented statement that US espionage “has gone too far"	s3-en
doc130	1	8	John Kerry demonstrated easing tactics of the US surveillance programs, making an unprecedented statement that in some cases  US spying "has gone too far.”	s3-en
doc130	2	6	The Secretary also acknowledged his guilt along with Barack Obama in that he has been “on autopilot” during the appearance of the high-profile information about Edward Snowden and the NSA espionage activities.	s3-en
doc130	3	10	These leaks have put the US government at the center of a diplomatic scandal with its allies.	s3-en
doc130	4	8	Speaking via video link at the open government conference in London , Mr. Kerry said: “There is no doubt that the President and I, as well as other members of the government actually took some things happening on autopilot, because that possibility already existed — during the Second World War, in the very difficult years of the Cold War, and, of course, on September 11.”	s3-en
doc130	5	10	Then he became the first senior member of the government of the United States to recognize that the US espionage has gone too far but stressed that individual rights were not violated.	s3-en
doc130	6	8	He said: “In some cases this has gone too far.	s3-en
doc130	7	10	And the president is determined to shed light on this question and make a statement to people, and now he conducts a thorough analysis to ensure that no one feels abused.	s3-en
doc130	8	10	I assure you  that innocent people are not being abused in this process.”	s3-en
doc130	9	10	Mr. Kerry insisted, however, that the NSA acted out of good intentions and that its surveillance operation saved many lives.	s3-en
doc130	10	12	He added , “We work in a new world where people are ready to blow themselves up.	s3-en
doc130	11	8	There is radical extremism in the world senseless and determined to kill people, blow up people, and attack the government .	s3-en
doc130	12	12	What if you were able to intercept it and stop it before it happens?	s3-en
doc130	13	8	We actually prevented planes crashes, explosions of buildings and killing people because we were able to learn more about these plans in advance ”	s3-en
doc130	14	10	Meanwhile, US lawmakers will go to Europe to help resolve issues associated with the alleged US espionage abroad and to convince Europeans of the need to continue joint anti-terrorism measures with the United States, said the chairman of the Senate Subcommittee on European Affairs on Thursday .	s3-en
doc130	15	8	The Senator from Connecticut, Chris Murphy said he talked with members of the European Parliament and the other parties this week and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the surveillance carried out by the National Security Agency .	s3-en
