doc110	0	10	Syria destroyed chemical weapon equipment	s4-en
doc110	1	12	The organization for the prohibition of chemical weaponsthe recognized that Syria destroyed all the declared facilities of chemical weapons production.	s4-en
doc110	2	12	Damascus finished the first step of diarmament the day before the deadline .	s4-en
doc110	3	8	BBC reports that Syria had to destroy the manufacturing and other auxiliary objects, that are intended for preparation of toxic substances, by 1st of november.	s4-en
doc110	4	10	The destruction of the stockpile of toxic substances or their chemical components should be completed by the middle of 2014 .	s4-en
doc110	5	8	According to the representative of the opcw , currently toxic substances are located in locked repositories .	s4-en
doc110	6	6	International inspectors went to Syria after the chemical attack on the Damascus outskirts were according to the US more than 1400 people got killed .	s4-en
doc110	7	8	The main task of the inspectors was to stop Syrian authorities from producing chemical weapon and to destroy  mixing chemicals and munitions infrastructure .	s4-en
doc110	8	10	Now these manufacturing facilities will be under careful watch for preventing their repair .	s4-en
doc110	9	8	The next milestone is the middle of november : by this time the opcw and syria must agree to a detailed plan of destruction of existing stocks of toxic substances .	s4-en
doc110	10	8	A lot of questions exist.	s4-en
doc110	11	10	Where will they get destroyed ?	s4-en
doc110	12	10	Who will provide the equipment for doing so ?	s4-en
doc110	13	6	Western  ...........will carefully check all Syrian statements.	s4-en
doc110	14	6	If they will suspect that Daumask is not fully candid they will offer new checking process	s4-en
doc110	15	6	The united states believed that the shelling was held by regular troops .	s4-en
doc110	16	10	Syria and Russia insist that this was the work of the syrian rebels .	s4-en
doc110	17	6	In accordance with the agreement, reached by Russian mediation, the world community demanded from the syrian leadership to destroy or lead in inoperable all capacity for the production of shells , toxic gases, liquids and shells for filling in these substances .	s4-en
doc110	18	8	The next step must be the destruction of chemical weapon that Syrian army has .	s4-en
doc110	19	6	It is assumed that this could be arsenal with more than 1,000 tons of toxic substances кожно-нарывного__kozhno-naryvnogo нервно-паралитических__nervno-paraliticheskikh , mustard gas and other banned chemicals stored in several dozen different places .	s4-en
doc110	20	4	For its destruction it is necessary that opcw and the Syrian authorities for the agreed timetable of action - it is two weeks .	s4-en
doc110	21	10	The head of the opcw field operations Jerry Smith told the BBC that his inspectors " personally watched the destruction of the equipment ."	s4-en
doc110	22	10	“ Now they have no opportunity to conduct further production, or mixing chemical weapons , ” he said .	s4-en
doc110	23	4	In the statement , the opcw said its inspectors visited 21 of the 23 sites in Syria and convinced that factories for manufacturing  shells and toxic substances , either destroyed or are in order .	s4-en
doc110	24	8	The documents said that the remaining two objects are too dangerous to carry out an inspection , but the equipment was carried out and inspected by specialists of the opcw .	s4-en
doc110	25	8	According to Smith , the process of destruction the chemical weapon was  " very difficult" because they had to work in the ongoing conflict .	s4-en
doc110	26	10	In early october , the opcw was awarded the nobel peace prize . However , according to Smith , the inspectors did not have time to celebrate it - they were too busy with work .	s4-en
doc130	0	6	John kerry says in his unprecedented recognition that spying in USA “ has gone to far »	s4-en
doc130	1	8	John kerry demonstrated easing tactics to protect USA tracking programs , making an unprecedented acknowledgment that in some cases , USA spying " has gone to far . ”	s4-en
doc130	2	8	tThe secretary also acknowledged that he is guilty  along with barack obama , that he was “on autopilot ” during the appearance of the high-profile revelations by Edward Snouden about spying activities of the nsa .	s4-en
doc130	3	10	These leaks of information have put the US government at the center of a diplomatic scandal with its allies .	s4-en
doc130	4	8	Speaking via video likn on the open government conference in London , mr. Kerry said : “ Without a doubt that the president and I , as well as other members of the government actually took some things on autopilot , because that possibility already existed — during the World War 2 , the very difficult years of the Cold War  and  september 11 . ”	s4-en
doc130	5	10	Then he became the first senior member of the government of the United States who recognized  that the spying in the US  has gone too far , but noted that individual rights were not violated .	s4-en
doc130	6	6	He said : “ In some cases it was unacceptable."	s4-en
doc130	7	8	And the president is determined to shed the light on this question and explain to people. And now conducts a thorough analysis to ensure that no one has the feeling of abuse .	s4-en
doc130	8	10	I assure you , the abuse of innocent people is not present in this process . ”	s4-en
doc130	9	10	However, Mr. kerry insisted  that the nsa acted out of good intentions and that its tracking operation saved many lives .	s4-en
doc130	10	10	He added : “ We are in a new world where people are ready to blow up themselfs .	s4-en
doc130	11	6	Radical extremism  in the world with not have any petty  determined to kill and blow up people, and attack the government .	s4-en
doc130	12	10	What if you were able to intercept it  and stop it before it happens ?	s4-en
doc130	13	8	Actually, we prevented planes crashes , explosions of buildings and killing people because we knew about these plans in advance . ”	s4-en
doc130	14	10	Meanwhile , US lawmakers  will go to Europe to help resolve issues associated with the alleged US spying in abroad; and to convince europeans of the need to continue joint anti-terrorism measures with the united states , said the chairman of the senate subcommittee on european affairs on thursday .	s4-en
doc130	15	4	The senator from connecticut , chris murphy said that this weeek he talked with members of the european parliament  and the other parties. He said that he is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the persecution of the national security agency .	s4-en
doc130	16	2	I an interview fro, Washington “ For us national security interests it is really important that europeans remain on our side in respect of our joint counter-terrorism efforts , ” said democrat Murphy ,the chairman of the international relations of the senate subcommittee on european affairs , positipning the first term.	s4-en
doc130	17	8	“ And i am going to Europe , to make them understand that we must continue to cooperate against terrorism , despite their anger over these nsa programs . ”	s4-en
doc130	18	6	News that the nsa collected millions of records of telephone calls from Europe worsen relations with some US allies , although the head of the agency said this week that they were inaccurate; and reflected a misunderstanding that collected metadata nato allies and which they shared with the united states .	s4-en
doc130	19	4	Snoud presented the other released documents showing that the nsa continued monitoring the mobile phone of the german chancellor Angela Merkel , as well as phones of approximately 34 other world leaders .	s4-en
